     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277314133.462;          30.848;          33.145;          30.949;           0.413 ( 1.333 %);    246.511
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        4465.522;           3.494;           3.507;           3.497;           0.002 ( 0.062 %);   2181.773
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          16.721;          11.571;          12.284;          11.595;           0.124 ( 1.067 %);    658.016
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       56239.094;           6.945;           6.959;           6.947;           0.002 ( 0.035 %);   1098.240
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277162533.556;          30.848;          33.290;          30.935;           0.427 ( 1.380 %);    246.625
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         312.162;           3.862;           3.874;           3.863;           0.002 ( 0.055 %);   1974.764
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         837.861;          11.571;          11.578;          11.573;           0.002 ( 0.016 %);    659.231
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          10.091;           6.946;           7.718;           7.088;           0.299 ( 4.217 %);   1076.409
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277011024.809;          30.847;          35.992;          31.016;           0.895 ( 2.886 %);    245.986
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          38.248;           3.495;           3.503;           3.498;           0.002 ( 0.045 %);   2180.841
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      569468.241;          11.571;          11.582;          11.573;           0.002 ( 0.018 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      958227.823;           6.946;           6.954;           6.948;           0.002 ( 0.025 %);   1098.097
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276859607.160;          30.847;          34.655;          31.051;           0.780 ( 2.514 %);    245.702
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           6.752;           3.496;           3.506;           3.498;           0.002 ( 0.047 %);   2180.784
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 50986606619175232.000;          11.571;          11.588;          11.573;           0.003 ( 0.026 %);    659.237
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          30.327;           6.948;           7.716;           7.453;           0.357 ( 4.789 %);   1023.666
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276708280.550;          30.848;          33.842;          30.954;           0.522 ( 1.686 %);    246.477
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.541;           3.496;           3.508;           3.499;           0.002 ( 0.056 %);   2180.312
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          12.476;          11.571;          11.738;          11.578;           0.029 ( 0.248 %);    658.950
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;    50896601.009;           6.946;           6.992;           6.949;           0.008 ( 0.113 %);   1097.958
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276557044.918;          30.848;          32.929;          30.945;           0.380 ( 1.227 %);    246.550
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 31285494010.497;           3.494;           3.508;           3.496;           0.002 ( 0.066 %);   2182.011
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         544.963;          11.571;          11.588;          11.573;           0.003 ( 0.028 %);    659.221
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         104.455;           6.946;           6.958;           6.948;           0.003 ( 0.041 %);   1098.032
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276405900.205;          30.847;          33.328;          30.938;           0.434 ( 1.404 %);    246.607
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     3637689.256;           3.861;           3.874;           3.863;           0.002 ( 0.058 %);   1975.107
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      253325.796;          11.571;          11.579;          11.573;           0.002 ( 0.016 %);    659.246
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 40891964210.261;           6.948;           6.959;           6.950;           0.002 ( 0.029 %);   1097.764
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276254846.352;          30.848;          35.476;          31.099;           0.886 ( 2.849 %);    245.323
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       33956.216;           3.862;           3.873;           3.864;           0.002 ( 0.049 %);   1974.721
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 38797745780125.547;          11.571;          11.578;          11.573;           0.002 ( 0.015 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         428.495;           6.946;           6.960;           6.948;           0.002 ( 0.036 %);   1098.098
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   276103883.299;          30.848;          34.859;          30.981;           0.698 ( 2.254 %);    246.257
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1422.445;           3.495;           3.507;           3.498;           0.002 ( 0.061 %);   2181.281
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           9.387;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.251
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 638812054721060487036928.000;           6.946;           6.955;           6.948;           0.002 ( 0.024 %);   1098.122
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275953010.985;          30.847;          33.320;          30.936;           0.432 ( 1.396 %);    246.617
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         128.417;           3.496;           3.515;           3.499;           0.003 ( 0.091 %);   2180.699
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         360.800;          11.570;          11.578;          11.573;           0.002 ( 0.014 %);    659.260
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        2217.881;           6.948;           6.966;           6.950;           0.003 ( 0.047 %);   1097.811
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275802229.353;          30.848;          33.890;          30.953;           0.530 ( 1.714 %);    246.483
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          18.506;           3.495;           3.504;           3.497;           0.002 ( 0.055 %);   2181.514
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      119746.358;          11.571;          11.581;          11.573;           0.002 ( 0.018 %);    659.245
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           2.266;           6.949;           7.721;           7.626;           0.255 ( 3.338 %);   1000.438
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275651538.342;          30.847;          33.307;          30.937;           0.430 ( 1.391 %);    246.614
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           3.655;           3.496;           3.506;           3.498;           0.002 ( 0.054 %);   2181.019
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 619968804240.184;          11.571;          11.579;          11.573;           0.002 ( 0.015 %);    659.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       15880.424;           6.947;           6.966;           6.949;           0.004 ( 0.053 %);   1097.904
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275500937.894;          30.848;          37.798;          31.071;           1.209 ( 3.890 %);    245.546
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 101488886782293016576.000;           3.495;           3.871;           3.509;           0.065 ( 1.853 %);   2174.108
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           7.118;          11.571;          11.578;          11.573;           0.002 ( 0.014 %);    659.255
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           5.802;           6.948;           7.713;           6.972;           0.133 ( 1.906 %);   1094.244
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275350427.947;          30.847;          33.263;          30.935;           0.422 ( 1.365 %);    246.629
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   310262384.874;           3.495;           3.507;           3.498;           0.002 ( 0.059 %);   2181.194
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         242.807;          11.572;          11.584;          11.574;           0.002 ( 0.020 %);    659.188
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      184664.329;           6.948;           6.955;           6.949;           0.001 ( 0.017 %);   1097.909
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275200008.444;          30.847;          33.930;          30.954;           0.537 ( 1.736 %);    246.474
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      433916.624;           3.496;           3.508;           3.498;           0.002 ( 0.061 %);   2180.803
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       59640.080;          11.571;          11.579;          11.573;           0.002 ( 0.016 %);    659.258
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          16.384;           6.946;           7.719;           6.971;           0.134 ( 1.927 %);   1094.426
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   275049679.325;          30.848;          34.642;          31.001;           0.672 ( 2.168 %);    246.101
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        8506.605;           3.494;           3.506;           3.496;           0.002 ( 0.057 %);   2182.051
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 33521914478.129;          11.570;          11.583;          11.573;           0.002 ( 0.020 %);    659.245
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     4801611.398;           6.948;           7.039;           6.954;           0.017 ( 0.245 %);   1097.202
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   274899440.531;          30.848;          33.856;          30.955;           0.525 ( 1.696 %);    246.467
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         509.621;           3.862;           3.873;           3.864;           0.002 ( 0.048 %);   1974.537
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           5.439;          11.571;          11.716;          11.577;           0.025 ( 0.216 %);    659.006
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          52.179;           6.947;           7.683;           6.973;           0.128 ( 1.834 %);   1094.137
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   274749292.002;          30.848;          33.289;          30.936;           0.427 ( 1.381 %);    246.616
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          56.801;           3.863;           3.873;           3.866;           0.002 ( 0.045 %);   1973.534
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         165.886;          11.571;          11.581;          11.573;           0.002 ( 0.017 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;   621979665.675;           6.946;           8.411;           7.085;           0.346 ( 4.880 %);   1076.856
