0 0	-nan
665 .00000007572030812	0.00000000000000748
670 .00000006376807565	0.00000000000000700
675 .00000008364077124	0.00000000000000653
680 .00000007180606787	0.00000000000000606
685 .00000005568901386	0.00000000000000560
690 .00000006191972682	0.00000000000000515
695 .00000007684282430	0.00000000000000470
700 .00000007629394650	0.00000000000000426
705 .00000007142412009	0.00000000000000383
710 .00000007521938365	0.00000000000000340
715 .00000007042518112	0.00000000000000298
720 .00000006569756494	0.00000000000000257
725 .00000006734913888	0.00000000000000216
730 .00000006061710800	0.00000000000000175
735 .00000007888897757	0.00000000000000135
740 .00000007010795001	0.00000000000000096
745 .00000008397454399	0.00000000000000057
750 .00000005696614589	0.00000000000000019
755 .00000006063095003	0.00000000000000019
760 .00000005621659159	0.00000000000000056
765 .00000005185993731	0.00000000000000093
770 .00000006341315002	0.00000000000000129
775 .00000006891066113	0.00000000000000165
780 .00000007042518124	0.00000000000000200
785 .00000006025763974	0.00000000000000235
790 .00000007532820089	0.00000000000000270
795 .00000009020919502	0.00000000000000304
800 .00000007247925021	0.00000000000000338
805 .00000006065605812	0.00000000000000371
810 .00000007158444558	0.00000000000000404
815 .00000007301751943	0.00000000000000436
820 .00000007071146469	0.00000000000000468
825 .00000007953066074	0.00000000000000500
830 .00000007537474412	0.00000000000000531
835 .00000007309599843	0.00000000000000562
840 .00000008174351685	0.00000000000000592
845 .00000006681363556	0.00000000000000622
850 .00000007360122069	0.00000000000000652
855 .00000006603219094	0.00000000000000681
860 .00000006742255916	0.00000000000000711
865 .00000005821272482	0.00000000000000739
870 .00000007015535508	0.00000000000000768
875 .00000006452288424	0.00000000000000796
880 .00000006762418242	0.00000000000000824
885 .00000007758706541	0.00000000000000851
890 .00000006343542082	0.00000000000000878
895 .00000006137614056	0.00000000000000905
900 .00000004577637166	0.00000000000000932
905 .00000006912821908	0.00000000000000958
910 .00000005030370571	0.00000000000000984
915 .00000006837272086	0.00000000000001010
920 .00000007131825654	0.00000000000001035
925 .00000006433435982	0.00000000000001060
930 .00000006234774633	0.00000000000001085
935 .00000007180607239	0.00000000000001110
940 .00000008116377705	0.00000000000001134
945 .00000006458747341	0.00000000000001158
950 .00000007870323252	0.00000000000001182
955 .00000006231338230	0.00000000000001205
960 .00000005404155295	0.00000000000001229
965 .00000008064230989	0.00000000000001252
970 .00000007393434385	0.00000000000001275
975 .00000007199018948	0.00000000000001297
980 .00000006850885360	0.00000000000001320
985 .00000006971021242	0.00000000000001342
990 .00000008631234599	0.00000000000001364
995 .00000009507989940	0.00000000000001385
