     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_ite;         10;      10000;       3.061e+08;           5.022;           9.551;           5.771;           1.088 (18.860 %)
  rapi_rec;         10;      10000;       2.016e+08;          13.441;          21.494;          17.067;           2.225 (13.038 %)
  rapi_ite;         10;      10000;       3.383e+13;           6.950;           9.258;           7.446;           0.402 ( 5.396 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       2.500e+11;           5.793;           8.623;           6.283;           0.712 (11.327 %)
  naif_ite;         10;      10000;       4.660e+13;           5.020;           6.741;           5.488;           0.517 ( 9.426 %)
  rapi_rec;         10;      10000;       8.536e+09;          13.117;          21.593;          15.753;           1.984 (12.595 %)
  rapi_ite;         10;      10000;       6.159e+19;           7.333;           7.673;           7.346;           0.059 ( 0.799 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.616e+21;           5.793;          14.620;           7.897;           2.255 (28.561 %)
  naif_ite;         10;      10000;       3.431e+14;           5.024;          12.589;           7.619;           1.856 (24.364 %)
  rapi_rec;         10;      10000;       1.689e+15;          13.117;          15.995;          13.383;           0.648 ( 4.844 %)
  rapi_ite;         10;      10000;       7.947e+18;           7.333;          11.361;           7.659;           0.799 (10.433 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       5.083e+11;           5.792;          13.056;           7.520;           1.680 (22.342 %)
  naif_ite;         10;      10000;       1.515e+14;           5.022;           9.884;           6.087;           1.384 (22.741 %)
  rapi_rec;         10;      10000;       1.011e+13;          13.551;          15.313;          14.741;           0.393 ( 2.667 %)
  rapi_ite;         10;      10000;       1.222e+22;           7.157;           8.581;           7.745;           0.399 ( 5.157 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       7.766e+12;           5.791;          10.198;           6.276;           0.952 (15.167 %)
  naif_ite;         10;      10000;       3.489e+06;           5.023;           8.705;           5.727;           0.775 (13.528 %)
  rapi_rec;         10;      10000;       1.810e+17;          13.119;          16.567;          14.585;           0.815 ( 5.591 %)
  rapi_ite;         10;      10000;       8.108e+20;           7.334;           9.622;           7.684;           0.554 ( 7.214 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       7.811e+11;           5.791;          10.715;           6.706;           1.393 (20.769 %)
